YEAR,COW,PHYSINT,DISAP,KILL,POLPRIS,TORT,INJUD
1983,360,4,1,1,1,1,0
1984,360,3,2,1,0,0,1
1985,360,3,1,1,0,1,0
1986,360,3,1,1,0,1,0
1987,360,4,1,2,1,0,0
1988,360,6,2,2,1,1,1
1989,360,5,1,1,2,1,1
1990,360,4,1,2,1,0,1
1991,360,5,1,1,2,1,0
1992,360,6,2,2,2,0,1
1993,360,7,2,2,2,1,0
1994,360,6,2,2,2,0,0
1995,360,6,2,2,2,0,0
1996,360,7,2,2,2,1,1
1997,360,6,2,2,2,0,1
1998,360,7,2,2,2,1,1
1999,360,6,2,1,2,1,1
2000,360,5,2,1,2,0,1
2001,360,6,2,2,2,0,1
2002,360,6,2,2,2,0,1
2003,360,6,2,2,2,0,1
2004,360,5,2,1,2,0,1
2005,360,6,2,1,2,1,1
2006,360,5,2,1,2,0,1
2007,360,5,2,1,2,0,1
2008,360,5,2,1,2,0,1
2009,360,5,2,1,2,0,1
2010,360,5,2,1,2,0,1
1981,365,,,,,,
1982,365,,,,,,
1983,365,,,,,,
1984,365,,,,,,
1985,365,,,,,,
1986,365,,,,,,
1987,365,,,,,,
1988,365,,,,,,
1989,365,,,,,,
1990,365,,,,,,
1991,365,,,,,,
1992,365,3,0,1,1,1,1
1993,365,4,2,1,1,0,1
1994,365,5,2,1,2,0,0
1995,365,1,0,0,1,0,0
1996,365,3,1,0,1,1,1
1997,365,3,2,0,1,0,1
1998,365,3,2,0,1,0,1
1999,365,3,2,0,1,0,1
2000,365,2,1,0,1,0,1
2001,365,1,0,0,1,0,1
2002,365,4,1,1,2,0,1
2003,365,2,0,0,2,0,1
2004,365,1,0,0,1,0,1
2005,365,2,0,1,1,0,1
2006,365,2,0,1,1,0,1
2007,365,1,0,1,0,0,1
2008,365,3,1,1,1,0,0
2009,365,1,0,1,0,0,0
2010,365,1,0,1,0,0,0
1981,517,8,2,2,2,2,1
1982,517,7,2,2,2,1,2
1983,517,7,2,2,2,1,2
1984,517,8,2,2,2,2,1
1985,517,6,2,2,1,1,0
1986,517,5,2,2,0,1,0
1987,517,6,2,2,0,2,1
1988,517,7,2,2,1,2,1
1989,517,6,2,2,1,1,1
1990,517,3,2,1,0,0,1
1991,517,1,1,0,0,0,1
1992,517,2,1,0,0,1,1
1993,517,1,1,0,0,0,0
1994,517,0,0,0,0,0,0
1995,517,0,0,0,0,0,0
1996,517,1,1,0,0,0,0
1997,517,0,0,0,0,0,0
1998,517,2,0,0,2,0,0
1999,517,3,1,0,2,0,1
2000,517,2,1,0,1,0,1
2001,517,3,1,1,1,0,1
2002,517,3,1,1,1,0,1
2003,517,2,1,1,0,0,1
2004,517,2,1,1,0,0,1
2005,517,4,2,1,1,0,1
2006,517,4,2,1,1,0,0
2007,517,5,2,1,1,1,1
2008,517,4,2,1,0,1,1
2009,517,3,2,0,0,1,1
2010,517,3,1,1,0,1,1
1981,60,,,,,,
1982,60,,,,,,
1983,60,,,,,,2
1984,60,,,,,,2
1985,60,,,,,,2
1986,60,,,,,,2
1987,60,,,,,,2
1988,60,,,,,,2
1989,60,,,,,,2
1990,60,,,,,,2
1991,60,,,,,,2
1992,60,,,,,,2
1993,60,,,,,,2
1994,60,,,,,,2
1995,60,,,,,,2
1996,60,,,,,,2
1997,60,,,,,,2
1998,60,,,,,,2
1999,60,,,,,,2
2000,60,,,,,,2
2001,60,7,2,2,2,1,2
2002,60,,,,,,2
2003,60,8,2,2,2,2,2
2004,60,8,2,2,2,2,2
2005,60,8,2,2,2,2,2
2006,60,8,2,2,2,2,2
2007,60,7,2,1,2,2,2
2008,60,8,2,2,2,2,2
2009,60,8,2,2,2,2,2
2010,60,8,2,2,2,2,2
1981,56,,,,,,2
1982,56,,,,,,2
1983,56,,,,,,2
1984,56,,,,,,2
1985,56,,,,,,2
1986,56,,,,,,2
1987,56,,,,,,2
1988,56,,,,,,2
1989,56,,,,,,2
1990,56,,,,,,2
1991,56,,,,,,2
1992,56,,,,,,2
1993,56,,,,,,2
1994,56,,,,,,2
1995,56,,,,,,2
1996,56,,,,,,2
1997,56,,,,,,2
1998,56,,,,,,2
1999,56,,,,,,2
2000,56,,,,,,2
2001,56,6,2,1,2,1,2
2002,56,,,,,,2
2003,56,8,2,2,2,2,2
2004,56,7,2,2,2,1,2
2005,56,6,2,2,2,0,2
2006,56,5,2,1,2,0,2
2007,56,5,2,1,2,0,2
2008,56,5,2,1,2,0,2
2009,56,5,2,1,2,0,2
2010,56,6,2,2,2,0,2
1981,57,,,,,,2
1982,57,,,,,,2
1983,57,,,,,,2
1984,57,,,,,,2
1985,57,,,,,,2
1986,57,,,,,,2
1987,57,,,,,,2
1988,57,,,,,,2
1989,57,,,,,,2
1990,57,,,,,,2
1991,57,,,,,,2
1992,57,,,,,,2
1993,57,,,,,,2
1994,57,,,,,,2
1995,57,,,,,,2
1996,57,,,,,,2
1997,57,,,,,,2
1998,57,,,,,,2
1999,57,,,,,,2
2000,57,,,,,,2
2001,57,6,2,1,2,1,2
2002,57,,,,,,2
2003,57,7,2,2,2,1,2
2004,57,5,2,1,2,0,2
2005,57,5,2,2,1,0,2
2006,57,7,2,2,2,1,2
2007,57,7,2,2,2,1,1
2008,57,7,2,2,2,1,2
2009,57,5,2,1,2,0,2
2010,57,6,2,2,2,0,2
1981,990,,,,,,2
1982,990,,,,,,2
1983,990,,,,,,2
1984,990,,,,,,2
1985,990,,,,,,2
1986,990,,,,,,2
1987,990,,,,,,2
1988,990,,,,,,2
1989,990,,,,,,2
1990,990,,,,,,2
1991,990,,,,,,2
1992,990,,,,,,2
1993,990,,,,,,2
1994,990,,,,,,2
1995,990,,,,,,2
1996,990,,,,,,2
1997,990,,,,,,2
1998,990,,,,,,2
1999,990,,,,,,2
2000,990,,,,,,2
2001,990,8,2,2,2,2,2
2002,990,,,,,,2
2003,990,8,2,2,2,2,2
2004,990,8,2,2,2,2,2
2005,990,8,2,2,2,2,2
2006,990,8,2,2,2,2,2
2007,990,7,2,2,2,1,2
2008,990,8,2,2,2,2,2
2009,990,7,2,2,2,1,2
2010,990,7,2,2,2,1,2
1981,331,,,,,,-999
1982,331,,,,,,-999
1983,331,,,,,,-999
1984,331,,,,,,-999
1985,331,,,,,,-999
1986,331,,,,,,-999
1987,331,,,,,,-999
1988,331,,,,,,-999
1989,331,,,,,,-999
1990,331,,,,,,-999
1991,331,,,,,,-999
1992,331,,,,,,2
1993,331,,,,,,2
1994,331,,,,,,2
1995,331,,,,,,2
1996,331,,,,,,2
1997,331,,,,,,2
1998,331,,,,,,2
1999,331,,,,,,2
2000,331,,,,,,2
2001,331,8,2,2,2,2,2
2002,331,,,,,,2
2003,331,8,2,2,2,2,2
2004,331,8,2,2,2,2,2
2005,331,8,2,2,2,2,2
2006,331,8,2,2,2,2,2
2007,331,8,2,2,2,2,2
2008,331,8,2,2,2,2,2
2009,331,8,2,2,2,2,2
2010,331,8,2,2,2,2,2
1981,403,,,,,,-999
1982,403,,,,,,-999
1983,403,,,,,,-999
1984,403,,,,,,-999
1985,403,,,,,,-999
1986,403,,,,,,1
1987,403,,,,,,1
1988,403,,,,,,1
1989,403,,,,,,1
1990,403,,,,,,1
1991,403,,,,,,1
1992,403,,,,,,1
1993,403,,,,,,2
1994,403,,,,,,2
1995,403,,,,,,1
1996,403,,,,,,1
1997,403,,,,,,1
1998,403,,,,,,1
1999,403,,,,,,1
2000,403,,,,,,1
2001,403,8,2,2,2,2,1
2002,403,,,,,,1
2003,403,7,2,2,2,1,1
2004,403,8,2,2,2,2,1
2005,403,8,2,2,2,2,1
2006,403,6,2,1,2,1,1
2007,403,8,2,2,2,2,1
2008,403,8,2,2,2,2,1
2009,403,8,2,2,2,2,1
2010,403,8,2,2,2,2,1
1981,670,,2,2,-999,0,1
1982,670,4,2,2,0,0,1
1983,670,4,2,2,0,0,1
1984,670,4,2,2,0,0,1
1985,670,4,2,2,0,0,1
1986,670,4,2,2,0,0,1
1987,670,4,2,2,0,0,1
1988,670,5,2,2,1,0,1
1989,670,3,2,1,0,0,1
1990,670,4,2,2,0,0,1
1991,670,5,2,2,0,1,1
1992,670,4,2,2,0,0,1
1993,670,4,2,2,0,0,1
1994,670,4,2,2,0,0,1
1995,670,4,2,2,0,0,1
1996,670,3,2,1,0,0,1
1997,670,4,2,2,0,0,1
1998,670,5,2,2,0,1,1
1999,670,5,2,2,0,1,1
2000,670,5,2,2,0,1,1
2001,670,5,2,2,0,1,1
2002,670,5,2,2,0,1,1
2003,670,5,2,2,0,1,1
2004,670,4,2,1,0,1,1
2005,670,5,2,2,0,1,0
2006,670,4,2,1,0,1,1
2007,670,3,2,1,0,0,0
2008,670,3,2,1,0,0,0
2009,670,2,1,1,0,0,0
2010,670,3,2,1,0,0,0
1981,433,8,2,2,2,2,2
1982,433,7,2,2,2,1,2
1983,433,7,2,2,2,1,2
1984,433,6,2,2,1,1,2
1985,433,4,2,1,1,0,2
1986,433,4,2,1,1,0,2
1987,433,4,2,2,0,0,1
1988,433,5,2,1,1,1,2
1989,433,5,2,1,1,1,2
1990,433,3,2,0,1,0,1
1991,433,5,2,1,1,1,2
1992,433,2,1,0,0,1,2
1993,433,3,1,1,1,0,1
1994,433,2,0,1,0,1,1
1995,433,2,1,1,0,0,1
1996,433,4,2,2,0,0,1
1997,433,2,1,1,0,0,1
1998,433,1,1,0,0,0,1
1999,433,2,1,1,0,0,1
2000,433,4,1,1,1,1,1
2001,433,4,2,1,1,0,1
2002,433,5,2,1,2,0,1
2003,433,6,2,1,2,1,1
2004,433,6,2,1,1,2,1
2005,433,5,2,1,1,1,1
2006,433,5,2,1,1,1,0
2007,433,5,2,1,1,1,1
2008,433,5,2,1,1,1,1
2009,433,5,2,1,1,1,0
2010,433,4,2,1,1,0,0
1981,,,,,,,
1982,,,,,,,
1983,,,,,,,
1984,,,,,,,
1985,,,,,,,
1986,,,,,,,
1987,,,,,,,
1988,,,,,,,
1989,,,,,,,
1990,,,,,,,
1991,,,,,,,
1992,,,,,,,
1993,,,,,,,
1994,,,,,,,
1995,,,,,,,
1996,,,,,,,
1997,,,,,,,
1998,,,,,,,
1999,,,,,,,
2000,,,,,,,
2001,,,,,,,
2002,,,,,,,
2003,,,,,,,
2004,,,,,,,
2005,,,,,,,
2006,,6,2,2,2,0,0
2007,,7,2,2,2,1,1
2008,,6,2,1,2,1,0
2009,,6,2,1,2,1,0
2010,,7,2,2,2,1,0
1981,345,,,,,,
1982,345,,,,,,
1983,345,,,,,,
1984,345,,,,,,
1985,345,,,,,,
1986,345,,,,,,
1987,345,,,,,,
1988,345,,,,,,
1989,345,,,,,,
1990,345,,,,,,
1991,345,,,,,,
1992,345,1,1,0,0,0,0
1993,345,1,1,0,0,0,0
1994,345,4,2,1,1,0,0
1995,345,1,0,1,0,0,0
1996,345,4,1,1,1,1,0
1997,345,2,1,1,0,0,0
1998,345,0,0,0,0,0,0
1999,345,0,0,0,0,0,0
2000,345,,,,,,
2001,345,,,,,,
2002,345,,,,,,
2003,345,3,2,1,0,0,1
2004,345,5,2,1,1,1,1
2005,345,5,2,1,1,1,0
2006,345,,,,,,
2007,345,,,,,,
2008,345,,,,,,
2009,345,,,,,,
2010,345,,,,,,
1981,591,,,,,,1
1982,591,,,,,,1
1983,591,,,,,,1
1984,591,,,,,,2
1985,591,,,,,,1
1986,591,,,,,,1
1987,591,,,,,,1
1988,591,,,,,,1
1989,591,,,,,,1
1990,591,,,,,,1
1991,591,,,,,,1
1992,591,,,,,,1
1993,591,,,,,,1
1994,591,,,,,,1
1995,591,,,,,,1
1996,591,,,,,,1
1997,591,,,,,,1
1998,591,,,,,,1
1999,591,,,,,,1
2000,591,,,,,,1
2001,591,8,2,2,2,2,1
2002,591,,,,,,1
2003,591,7,2,2,2,1,1
2004,591,6,2,1,2,1,1
2005,591,8,2,2,2,2,0
2006,591,8,2,2,2,2,0
2007,591,7,2,2,2,1,1
2008,591,6,2,2,1,1,1
2009,591,6,2,1,2,1,1
2010,591,8,2,2,2,2,0
1981,451,8,2,2,2,2,2
1982,451,6,2,1,1,2,2
1983,451,6,2,1,1,2,2
1984,451,6,2,2,1,1,1
1985,451,7,2,2,2,1,1
1986,451,7,2,2,2,1,1
1987,451,6,2,2,1,1,1
1988,451,6,2,2,2,0,1
1989,451,6,2,2,2,0,1
1990,451,5,2,1,1,1,1
1991,451,3,1,1,0,1,1
1992,451,0,0,0,0,0,1
1993,451,1,1,0,0,0,1
1994,451,0,0,0,0,0,1
1995,451,0,0,0,0,0,1
1996,451,3,2,0,1,0,1
1997,451,,-77,-77,-77,-77,-77
1998,451,,-77,-77,-77,-77,-77
1999,451,,-77,-77,-77,-77,-77
2000,451,,-77,-77,-77,-77,-77
2001,451,4,2,0,2,0,1
2002,451,8,2,2,2,2,1
2003,451,5,2,1,2,0,1
2004,451,6,2,1,2,1,1
2005,451,5,2,1,1,1,1
2006,451,5,2,1,1,1,1
2007,451,6,2,2,1,1,1
2008,451,6,2,2,1,1,1
2009,451,,2,1,,1,1
2010,451,5,2,2,1,0,1
1981,830,6,2,2,1,1,1
1982,830,7,2,2,1,2,1
1983,830,6,2,2,1,1,1
1984,830,6,2,2,1,1,2
1985,830,7,2,2,1,2,2
1986,830,7,2,2,1,2,2
1987,830,6,2,2,1,1,1
1988,830,7,2,2,1,2,1
1989,830,6,2,2,1,1,1
1990,830,6,2,2,1,1,1
1991,830,8,2,2,2,2,1
1992,830,6,2,2,1,1,1
1993,830,8,2,2,2,2,1
1994,830,7,2,2,2,1,0
1995,830,6,2,2,1,1,1
1996,830,5,2,2,1,0,1
1997,830,5,2,2,1,0,1
1998,830,7,2,2,2,1,1
1999,830,6,2,2,1,1,1
2000,830,6,2,2,1,1,1
2001,830,7,2,2,2,1,1
2002,830,7,2,2,2,1,1
2003,830,8,2,2,2,2,1
2004,830,7,2,2,1,2,1
2005,830,6,2,2,0,2,2
2006,830,5,2,2,0,1,1
2007,830,7,2,2,1,2,0
2008,830,7,2,2,1,2,0
2009,830,8,2,2,2,2,0
2010,830,7,2,2,1,2,0
1981,317,,,,,,
1982,317,,,,,,
1983,317,,,,,,
1984,317,,,,,,
1985,317,,,,,,
1986,317,,,,,,
1987,317,,,,,,
1988,317,,,,,,
1989,317,,,,,,
1990,317,,,,,,
1991,317,,,,,,
1992,317,,,,,,
1993,317,6,2,1,2,1,1
1994,317,8,2,2,2,2,1
1995,317,7,2,2,2,1,1
1996,317,6,2,1,2,1,1
1997,317,7,2,2,2,1,1
1998,317,7,2,2,2,1,1
1999,317,7,2,2,2,1,1
2000,317,6,2,2,2,0,1
2001,317,7,2,2,2,1,1
2002,317,7,2,2,2,1,1
2003,317,6,2,2,2,0,1
2004,317,7,2,2,2,1,1
2005,317,8,2,2,2,2,1
2006,317,7,2,2,2,1,1
2007,317,7,2,2,2,1,1
2008,317,7,2,2,2,1,1
2009,317,7,2,2,2,1,0
2010,317,7,2,2,2,1,0
1981,349,,,,,,
1982,349,,,,,,
1983,349,,,,,,
1984,349,,,,,,
1985,349,,,,,,
1986,349,,,,,,
1987,349,,,,,,
1988,349,,,,,,
1989,349,,,,,,
1990,349,,,,,,
1991,349,,,,,,
1992,349,8,2,2,2,2,2
1993,349,8,2,2,2,2,2
1994,349,8,2,2,2,2,2
1995,349,8,2,2,2,2,2
1996,349,8,2,2,2,2,2
1997,349,8,2,2,2,2,2
1998,349,8,2,2,2,2,2
1999,349,8,2,2,2,2,2
2000,349,7,2,2,2,1,2
2001,349,8,2,2,2,2,2
2002,349,8,2,2,2,2,2
2003,349,7,2,2,2,1,2
2004,349,7,2,2,2,1,2
2005,349,7,2,2,2,1,2
2006,349,7,2,2,2,1,2
2007,349,7,2,2,2,1,2
2008,349,8,2,2,2,2,2
2009,349,8,2,2,2,2,2
2010,349,7,2,2,2,1,2
1981,940,,,,,,2
1982,940,,,,,,2
1983,940,,,,,,2
1984,940,,,,,,2
1985,940,,,,,,2
1986,940,,,,,,2
1987,940,,,,,,2
1988,940,,,,,,2
1989,940,,,,,,2
1990,940,,,,,,2
1991,940,,,,,,2
1992,940,,,,,,2
1993,940,,,,,,2
1994,940,,,,,,2
1995,940,,,,,,2
1996,940,,,,,,2
1997,940,,,,,,2
1998,940,,,,,,2
1999,940,,,,,,2
2000,940,,,,,,2
2001,940,6,2,2,2,0,-77
2002,940,,,,,,-77
2003,940,7,2,2,2,1,-77
2004,940,7,2,2,2,1,2
2005,940,7,2,2,2,1,2
2006,940,8,2,2,2,2,2
2007,940,8,2,2,2,2,2
2008,940,8,2,2,2,2,2
2009,940,8,2,2,2,2,1
2010,940,8,2,2,2,2,2
1981,520,4,2,1,0,1,0
1982,520,3,2,1,0,0,0
1983,520,4,2,2,0,0,0
1984,520,5,2,1,1,1,0
1985,520,3,2,1,0,0,1
1986,520,3,2,1,0,0,1
1987,520,3,2,1,0,0,0
1988,520,0,0,0,0,0,0
1989,520,0,0,0,0,0,0
1990,520,3,2,0,0,1,0
1991,520,,-77,-77,-77,-77,-77
1992,520,,-77,-77,-77,-77,-77
1993,520,,-77,-77,-77,-77,-77
1994,520,,-77,-77,-77,-77,-77
1995,520,,-77,-77,-77,-77,-77
1996,520,,-77,-77,-77,-77,-77
1997,520,,-77,-77,-77,-77,-77
1998,520,,-77,-77,-77,-77,-77
1999,520,,-77,-77,-77,-77,-77
2000,520,,-77,-77,-77,-77,-77
2001,520,,-77,-77,-77,-77,-77
2002,520,,-77,-77,-77,-77,-77
2003,520,,-77,-77,-77,-77,-77
2004,520,,-77,-77,-77,-77,-77
2005,520,,-77,-77,-77,-77,-77
2006,520,,-77,-77,-77,-77,-77
2007,520,,-77,-77,-77,-77,-77
2008,520,,-77,-77,-77,-77,-77
2009,520,,-77,-77,-77,-77,-77
2010,520,,-77,-77,-77,-77,-77
1981,560,1,0,0,0,1,1
1982,560,2,1,1,0,0,2
1983,560,3,2,1,0,0,2
1984,560,2,1,0,0,1,1
1985,560,0,0,0,0,0,2
1986,560,0,0,0,0,0,2
1987,560,1,1,0,0,0,1
1988,560,0,0,0,0,0,2
1989,560,3,1,1,0,1,2
1990,560,2,2,0,0,0,1
1991,560,2,2,0,0,0,2
1992,560,2,2,0,0,0,1
1993,560,1,0,0,0,1,1
1994,560,2,2,0,0,0,2
1995,560,5,2,1,2,0,2
1996,560,5,2,0,2,1,2
1997,560,3,1,0,2,0,2
1998,560,4,2,0,2,0,2
1999,560,4,2,0,2,0,2
2000,560,4,0,1,2,1,2
2001,560,5,2,0,2,1,2
2002,560,5,2,1,2,0,2
2003,560,4,2,0,2,0,2
2004,560,5,2,0,2,1,2
2005,560,4,2,0,2,0,2
2006,560,4,2,0,2,0,2
2007,560,2,2,0,0,0,1
2008,560,2,2,0,0,0,1
2009,560,2,2,0,0,0,1
2010,560,2,2,0,0,0,1
1981,365,1,0,1,0,0,0
1982,365,3,2,1,0,0,0
1983,365,4,2,2,0,0,0
1984,365,1,0,1,0,0,0
1985,365,4,2,2,0,0,0
1986,365,4,2,2,0,0,0
1987,365,1,0,1,0,0,0
1988,365,5,2,2,0,1,0
1989,365,3,2,1,0,0,0
1990,365,6,2,2,1,1,0
1991,365,2,1,1,0,0,1
1992,365,,,,,,
1993,365,,,,,,
1994,365,,,,,,
1995,365,,,,,,
1996,365,,,,,,
1997,365,,,,,,
1998,365,,,,,,
1999,365,,,,,,
2000,365,,,,,,
2001,365,,,,,,
2002,365,,,,,,
2003,365,,,,,,
2004,365,,,,,,
2005,365,,,,,,
2006,365,,,,,,
2007,365,,,,,,
2008,365,,,,,,
2009,365,,,,,,
2010,365,,,,,,
1981,230,6,2,2,1,1,2
1982,230,6,2,2,2,0,2
1983,230,6,2,2,2,0,2
1984,230,5,2,2,1,0,2
1985,230,6,2,2,2,0,2
1986,230,7,2,2,2,1,2
1987,230,5,2,1,1,1,2
1988,230,8,2,2,2,2,2
1989,230,7,2,2,2,1,2
1990,230,6,1,2,2,1,2
1991,230,8,2,2,2,2,2
1992,230,6,2,2,2,0,2
1993,230,7,2,2,2,1,2
1994,230,6,2,2,2,0,2
1995,230,6,2,2,1,1,2
1996,230,5,1,2,2,0,2
1997,230,6,2,2,1,1,2
1998,230,8,2,2,2,2,2
1999,230,7,2,2,2,1,2
2000,230,6,2,2,1,1,2
2001,230,7,2,2,2,1,2
2002,230,7,2,2,2,1,2
2003,230,5,2,1,2,0,2
2004,230,7,2,2,2,1,2
2005,230,6,2,1,2,1,2
2006,230,5,2,2,1,0,2
2007,230,5,2,2,1,0,2
2008,230,6,2,2,2,0,2
2009,230,6,2,2,2,0,2
2010,230,7,2,2,2,1,2
1981,780,6,2,0,2,2,2
1982,780,4,2,0,1,1,2
1983,780,3,2,0,0,1,1
1984,780,1,1,0,0,0,2
1985,780,0,0,0,0,0,2
1986,780,1,0,0,0,1,2
1987,780,0,0,0,0,0,2
1988,780,2,0,0,1,1,2
1989,780,0,0,0,0,0,2
1990,780,0,0,0,0,0,2
1991,780,0,0,0,0,0,2
1992,780,0,0,0,0,0,2
1993,780,2,1,0,1,0,2
1994,780,2,1,1,0,0,2
1995,780,0,0,0,0,0,2
1996,780,0,0,0,0,0,2
1997,780,1,0,1,0,0,2
1998,780,1,0,1,0,0,2
1999,780,2,1,0,1,0,2
2000,780,0,0,0,0,0,2
2001,780,2,0,1,1,0,2
2002,780,3,2,1,0,0,2
2003,780,4,2,1,1,0,2
2004,780,5,2,1,2,0,2
2005,780,4,1,1,2,0,2
2006,780,2,0,0,2,0,2
2007,780,1,0,0,1,0,2
2008,780,1,0,0,1,0,1
2009,780,0,0,0,0,0,1
2010,780,1,1,0,0,0,0
1981,625,5,2,2,0,1,0
1982,625,4,2,2,0,0,1
1983,625,4,2,2,0,0,1
1984,625,4,2,2,0,0,0
1985,625,5,2,1,1,1,1
1986,625,3,2,1,0,0,1
1987,625,5,2,1,1,1,1
1988,625,2,2,0,0,0,1
1989,625,1,1,0,0,0,0
1990,625,1,0,1,0,0,0
1991,625,1,1,0,0,0,0
1992,625,0,0,0,0,0,0
1993,625,0,0,0,0,0,0
1994,625,2,2,0,0,0,0
1995,625,2,2,0,0,0,0
1996,625,0,0,0,0,0,0
1997,625,0,0,0,0,0,0
1998,625,0,0,0,0,0,0
1999,625,0,0,0,0,0,0
2000,625,0,0,0,0,0,0
2001,625,0,0,0,0,0,0
2002,625,0,0,0,0,0,0
2003,625,0,0,0,0,0,0
2004,625,2,2,0,0,0,0
2005,625,1,1,0,0,0,0
2006,625,1,1,0,0,0,0
2007,625,1,1,0,0,0,0
2008,625,0,0,0,0,0,0
2009,625,1,1,0,0,0,0
2010,625,1,1,0,0,0,0
1981,115,,,,,,2
1982,115,,,,,,0
1983,115,,,,,,1
1984,115,,,,,,0
1985,115,,,,,,2
1986,115,,,,,,2
1987,115,,,,,,2
1988,115,,,,,,2
1989,115,,,,,,1
1990,115,,,,,,1
1991,115,,,,,,1
1992,115,,,,,,1
1993,115,,,,,,1
1994,115,,,,,,1
1995,115,,,,,,1
1996,115,,,,,,1
1997,115,,,,,,1
1998,115,,,,,,1
1999,115,,,,,,1
2000,115,,,,,,1
2001,115,5,2,1,2,0,2
2002,115,,,,,,1
2003,115,6,2,2,2,0,1
2004,115,5,2,1,2,0,1
2005,115,6,2,2,2,0,2
2006,115,6,2,1,2,1,1
2007,115,6,2,1,2,1,1
2008,115,7,2,2,2,1,2
2009,115,7,2,2,2,1,1
2010,115,7,2,2,2,1,2
1981,572,6,2,2,1,1,2
1982,572,5,1,2,0,2,2
1983,572,6,2,1,1,2,2
1984,572,5,2,2,0,1,2
1985,572,6,2,2,1,1,2
1986,572,5,1,1,2,1,2
1987,572,3,1,1,1,0,2
1988,572,5,2,1,1,1,2
1989,572,5,2,1,1,1,2
1990,572,5,2,2,1,0,2
1991,572,7,2,2,2,1,2
1992,572,6,2,2,1,1,2
1993,572,5,2,2,1,0,2
1994,572,7,2,2,2,1,2
1995,572,5,2,2,1,0,2
1996,572,5,2,1,2,0,2
1997,572,4,1,2,1,0,1
1998,572,6,2,2,2,0,1
1999,572,6,2,2,1,1,1
2000,572,5,2,1,1,1,1
2001,572,7,2,2,2,1,1
2002,572,7,2,2,2,1,1
2003,572,7,2,2,2,1,1
2004,572,6,2,1,2,1,1
2005,572,5,2,1,2,0,1
2006,572,6,2,1,2,1,1
2007,572,5,2,1,1,1,1
2008,572,4,2,1,1,0,1
2009,572,4,2,1,1,0,1
2010,572,4,2,1,1,0,1
1981,380,8,2,2,2,2,2
1982,380,8,2,2,2,2,2
1983,380,7,2,2,2,1,2
1984,380,8,2,2,2,2,2
1985,380,8,2,2,2,2,2
1986,380,8,2,2,2,2,2
1987,380,8,2,2,2,2,2
1988,380,8,2,2,2,2,2
1989,380,8,2,2,2,2,2
1990,380,8,2,2,2,2,2
1991,380,8,2,2,2,2,2
1992,380,8,2,2,2,2,2
1993,380,8,2,2,2,2,2
1994,380,8,2,2,2,2,2
1995,380,8,2,2,2,2,2
1996,380,8,2,2,2,2,2
1997,380,6,2,1,2,1,2
1998,380,8,2,2,2,2,2
1999,380,8,2,2,2,2,2
2000,380,7,2,2,2,1,2
2001,380,8,2,2,2,2,2
2002,380,8,2,2,2,2,2
2003,380,7,2,2,2,1,2
2004,380,8,2,2,2,2,2
2005,380,7,2,2,2,1,2
2006,380,7,2,2,2,1,2
2007,380,7,2,2,2,1,2
2008,380,7,2,2,2,1,2
2009,380,7,2,2,2,1,2
2010,380,7,2,2,2,1,2
1981,225,8,2,2,2,2,2
1982,225,8,2,2,2,2,2
1983,225,8,2,2,2,2,2
1984,225,8,2,2,2,2,2
1985,225,8,2,2,2,2,2
1986,225,8,2,2,2,2,2
1987,225,8,2,2,2,2,2
1988,225,8,2,2,2,2,2
1989,225,8,2,2,2,2,2
1990,225,8,2,2,2,2,2
1991,225,8,2,2,2,2,2
1992,225,8,2,2,2,2,2
1993,225,7,2,2,2,1,2
1994,225,7,2,2,2,1,2
1995,225,7,2,2,2,1,2
1996,225,8,2,2,2,2,2
1997,225,7,2,2,2,1,2
1998,225,8,2,2,2,2,2
1999,225,8,2,2,2,2,2
2000,225,7,2,2,1,2,2
2001,225,8,2,2,2,2,2
2002,225,8,2,2,2,2,2
2003,225,7,2,2,2,1,2
2004,225,7,2,2,2,1,2
2005,225,7,2,2,2,1,2
2006,225,7,2,2,2,1,2
2007,225,7,2,2,2,1,2
2008,225,7,2,2,2,1,2
2009,225,7,2,2,2,1,2
2010,225,7,2,2,2,1,2
1981,652,0,0,0,0,0,0
1982,652,0,0,0,0,0,1
1983,652,0,0,0,0,0,1
1984,652,1,1,0,0,0,1
1985,652,1,1,0,0,0,1
1986,652,0,0,0,0,0,1
1987,652,1,0,1,0,0,1
1988,652,3,2,1,0,0,2
1989,652,3,1,2,0,0,1
1990,652,2,1,1,0,0,1
1991,652,3,2,1,0,0,1
1992,652,5,2,2,0,1,1
1993,652,3,2,1,0,0,1
1994,652,4,2,2,0,0,1
1995,652,5,2,2,0,1,1
1996,652,3,1,1,1,0,1
1997,652,3,1,2,0,0,1
1998,652,3,1,2,0,0,1
1999,652,3,1,2,0,0,1
2000,652,2,1,1,0,0,1
2001,652,4,2,2,0,0,1
2002,652,4,2,2,0,0,1
2003,652,3,2,1,0,0,1
2004,652,3,2,1,0,0,1
2005,652,3,2,1,0,0,1
2006,652,2,1,1,0,0,0
2007,652,2,1,1,0,0,0
2008,652,1,1,0,0,0,0
2009,652,2,1,1,0,0,0
2010,652,2,1,1,0,0,0
1981,713,5,2,1,1,1,1
1982,713,6,2,2,1,1,1
1983,713,6,2,2,1,1,1
1984,713,6,2,2,1,1,1
1985,713,6,2,2,1,1,1
1986,713,7,2,2,1,2,1
1987,713,7,2,2,1,2,1
1988,713,7,2,2,1,2,1
