"YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","additive","latentmean","latentsd"
1958,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,-0.0423778333389575,0.459747044066327
1959,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.0640689929387293,0.447271306492781
1960,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.10355980552567,0.436670876640214
1961,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,-0.162338621008926,0.426498362495046
1962,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.169665506293421,0.417135543157063
1963,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.19860078283847,0.409270345124264
1964,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,-0.253417879431977,0.401537281717647
1965,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.262246925666059,0.395245534671866
1966,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,-0.298182109676329,0.39069884339955
1967,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,-0.292103587027104,0.391149706783196
1968,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.243061774528138,0.389814224945488
1969,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.217185758546219,0.390577807436182
1970,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.215993329978844,0.387397455838645
1971,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.237845839886886,0.378378238665746
1972,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.28377031459928,0.365446279675363
1973,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.357462971925544,0.346422697293281
1974,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.464061831623849,0.321198687702131
1975,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.610762249983188,0.284441700659081
1976,NA,41,NA,NA,NA,NA,3,3,NA,NA,0,0,0,0,NA,NA,-0.81839731317947,0.231574309630967
1977,NA,41,NA,NA,NA,NA,4,3,NA,NA,0,0,0,0,NA,NA,-0.960547575405374,0.221064721360178
1978,NA,41,NA,NA,NA,NA,4,2,NA,NA,0,0,0,0,NA,NA,-0.927349576769695,0.223817046145975
1979,NA,41,NA,NA,NA,NA,3,3,NA,NA,0,0,0,0,NA,NA,-0.90758622854371,0.219734235758393
1980,NA,41,NA,NA,NA,NA,4,3,NA,NA,0,0,0,0,NA,NA,-0.905295099422982,0.220233898996974
1981,323,41,2,1,1,1,3,3,NA,NA,0,0,0,0,NA,5,-0.747382290624996,0.201969041928673
1982,323,41,2,1,1,1,3,2,NA,NA,0,0,0,0,NA,5,-0.619018756255914,0.201686973113636
1983,323,41,2,1,1,1,3,3,NA,NA,0,0,0,NA,NA,5,-0.686486078346409,0.200923201776741
1984,323,41,2,1,0,0,3,3,NA,NA,0,0,0,NA,NA,3,-0.767464563891652,0.200699744261962
1985,323,41,2,1,1,1,3,3,3,NA,0,0,0,NA,NA,5,-0.768277504442267,0.195493769015356
1986,323,41,1,1,1,0,3,2,2,NA,0,1,0,NA,NA,3,-0.916078265725903,0.202348405403147
1987,323,41,0,0,0,0,5,3,3,NA,0,0,0,NA,NA,0,-1.12560691166982,0.207165479444038
1988,323,41,1,1,1,0,4,3,3,NA,0,NA,0,NA,NA,3,-1.09054100232005,0.208184781349411
1989,323,41,2,1,1,0,3,3,3,NA,0,NA,NA,NA,0,4,-1.02512190407402,0.207680378128842
1990,323,41,2,0,0,0,4,4,4,NA,0,NA,NA,NA,0,2,-1.28086155701545,0.214104896556737
1991,323,41,2,0,0,1,4,5,3,NA,0,NA,NA,NA,1,3,-1.4317376858927,0.220792632814891
1992,323,41,0,0,0,0,4,4,4,NA,0,NA,NA,NA,0,0,-1.46311876742326,0.212806162294159
1993,323,41,0,0,0,0,4,4,4,NA,0,NA,NA,NA,1,0,-1.43972670849242,0.212611504426753
1994,323,41,0,0,0,0,5,4,5,NA,0,NA,NA,NA,1,0,-1.25674415600102,0.216565642512326
1995,323,41,2,2,2,0,2,3,2,NA,0,NA,NA,NA,0,6,-0.530960396569329,0.214153227091167
1996,323,41,2,1,1,1,3,3,4,2,0,NA,NA,NA,0,5,-0.411080841342768,0.203765097975248
1997,323,41,2,1,2,0,2,3,4,4,0,NA,NA,NA,0,5,-0.34082830531743,0.211420318497891
1998,323,41,2,1,0,0,3,3,4,NA,0,NA,NA,NA,0,3,-0.425148387199665,0.20812178418686
1999,323,41,1,1,0,0,3,3,4,NA,0,NA,NA,NA,0,2,-0.461294582091928,0.21243471118497
2000,323,41,2,2,1,0,4,3,NA,4,0,NA,NA,NA,0,5,-0.359811354415432,0.218313907208929
2001,323,41,2,1,1,0,3,3,NA,4,0,NA,NA,NA,0,4,-0.355944205156044,0.213147869118384
2002,323,41,1,1,1,0,3,3,NA,NA,0,NA,NA,NA,0,3,-0.478590356622007,0.214370719262841
2003,323,41,1,1,0,0,3,3,NA,4,0,NA,NA,NA,0,2,-0.613767734380611,0.216240136262068
2004,323,41,1,0,1,0,5,4,NA,4,0,NA,NA,NA,0,2,-0.904289468123193,0.225714505786516
2005,323,41,1,1,0,0,4,4,NA,1,0,NA,NA,NA,1,2,-0.834629859556757,0.223591720892645
2006,323,41,2,1,0,1,4,3,NA,NA,0,NA,NA,NA,0,4,-0.415776254498609,0.227245303583422
2007,323,41,2,1,1,1,4,3,NA,NA,0,NA,NA,NA,0,5,-0.0752991765563313,0.231399953418302
2008,323,41,2,1,1,1,2,3,NA,NA,0,NA,NA,NA,0,5,0.274176924325834,0.226272237992667
2009,323,41,2,1,1,1,3,2,NA,NA,0,NA,NA,NA,0,5,0.458418379482977,0.230143537297508
2010,323,41,2,1,2,1,2,3,NA,NA,0,NA,NA,NA,0,6,0.525868432619621,0.258214153150427
1949,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.504025776982581,0.640897922984424
1950,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.536082951766476,0.637495827558814
1951,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.555961348186687,0.635777890490583
1952,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.571646348381772,0.631631319696488
1953,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.582877825144656,0.628641099114625
1954,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.58458587733777,0.626239748437891
1955,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.58555982661907,0.623109825255373
1956,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.580410063569395,0.618816848621098
1957,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.568640322094123,0.613061264609148
1958,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.551080214318725,0.606443462433536
1959,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.53074028598563,0.601861384741759
1960,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.503865260149873,0.595005861445786
1961,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.469614849640599,0.584505847209227
1962,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.430221418805923,0.57703857267982
1963,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.380680990582076,0.567073359838332
1964,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.326966681304998,0.557405156080676
1965,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,0.26641674893912,0.545824437081698
1966,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.265604622121941,0.534948734678961
1967,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.257703920935652,0.524809996941337
1968,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.241708782656132,0.513692164588977
1969,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.215537580915882,0.500222274361552
1970,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.179681282362313,0.483440874876903
1971,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.134728723957293,0.465238832878255
1972,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.0802499818023876,0.443469428330133
1973,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.0118341680466013,0.41532758875588
1974,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.0681028746504449,0.381543060771063
1975,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.164026335515785,0.333505400972757
1976,NA,42,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,NA,-0.275894195310729,0.262149812351889
1977,NA,42,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,NA,-0.280612660059133,0.243034893289764
1978,NA,42,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,NA,NA,-0.187580968434947,0.243218598497061
1979,NA,42,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,NA,-0.215917560406879,0.23906808733677
1980,NA,42,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,NA,-0.145847911119931,0.235543423251607
1981,254,42,2,2,1,2,NA,2,NA,NA,0,0,0,0,NA,7,0.0235409020494112,0.233743547154917
1982,254,42,2,1,2,1,NA,2,NA,NA,0,0,0,0,NA,6,0.105399805329195,0.239582924655258
1983,254,42,2,2,2,1,NA,1,NA,NA,0,0,0,NA,NA,7,0.303277506942077,0.239013948178469
1984,254,42,2,2,1,1,3,2,NA,NA,0,0,0,NA,NA,6,0.228297296453917,0.228376124612981
1985,254,42,2,2,2,1,NA,1,2,NA,0,0,0,NA,NA,7,0.377289394659645,0.232754355122322
1986,254,42,2,1,2,1,3,2,2,NA,0,0,0,NA,NA,6,0.182023790184697,0.224245859756236
1987,254,42,2,2,1,1,3,2,2,NA,0,0,0,NA,NA,6,0.223489586342935,0.219275889146068
1988,254,42,2,2,2,2,3,2,2,NA,0,NA,0,NA,NA,8,0.333540984737486,0.224542752928373
1989,254,42,2,2,2,1,2,2,2,NA,0,NA,NA,NA,0,7,0.383236860507607,0.225067321962181
1990,254,42,2,1,1,1,2,2,2,NA,0,NA,NA,NA,0,5,0.283808824173624,0.213243214533789
1991,254,42,2,1,1,1,2,2,3,NA,0,NA,NA,NA,0,5,0.190250836611701,0.208659115680151
1992,254,42,2,1,1,0,2,2,4,NA,0,NA,NA,NA,0,4,0.128824460162201,0.207165298961758
1993,254,42,2,1,1,1,2,2,2,NA,0,NA,NA,NA,0,5,0.189039724886788,0.20502012047221
1994,254,42,1,1,0,0,2,2,2,NA,0,NA,NA,NA,0,2,0.0755747713035493,0.210107172981236
1995,254,42,2,1,0,1,2,2,2,NA,0,NA,NA,NA,0,4,0.014574433116263,0.210116819773988
1996,254,42,2,0,1,1,3,3,4,NA,0,NA,NA,NA,0,4,-0.287079033336502,0.206760972534481
1997,254,42,2,0,1,1,3,3,3,1,0,NA,NA,NA,0,4,-0.315948713963801,0.208254112850895
1998,254,42,2,0,0,0,3,3,3,NA,0,NA,NA,NA,0,2,-0.366979964201853,0.210513716874535
1999,254,42,2,0,2,0,3,3,3,NA,0,NA,NA,NA,0,4,-0.274193156378336,0.2179370634131
2000,254,42,2,0,2,0,2,3,NA,6,0,NA,NA,NA,0,4,-0.170375377974497,0.222029890295513
2001,254,42,2,0,2,0,3,3,NA,NA,0,NA,NA,NA,0,4,-0.142374470082768,0.222021742073001
2002,254,42,2,0,2,1,2,3,NA,1,0,NA,NA,NA,0,5,0.0126804347214384,0.228459030066417
2003,254,42,2,0,2,0,3,3,NA,1,0,NA,NA,NA,0,4,-0.0411930642470078,0.227884816068029
2004,254,42,2,0,2,0,2,3,NA,2,0,NA,NA,NA,0,4,-0.0310948039492085,0.230013518899335
2005,254,42,2,0,2,0,3,3,NA,1,0,NA,NA,NA,0,4,-0.137781606542652,0.228595771085623
2006,254,42,2,0,1,0,3,3,NA,NA,0,NA,NA,NA,0,3,-0.252852181782812,0.229614383057838
2007,254,42,2,0,2,0,3,3,NA,NA,0,NA,NA,NA,0,4,-0.356565392947342,0.228503291105468
2008,254,42,2,0,2,0,4,4,NA,NA,0,NA,NA,NA,0,4,-0.609987514635223,0.226019924659335
2009,254,42,2,0,2,0,4,4,NA,NA,0,NA,NA,NA,0,4,-0.687239522132191,0.23104147127932
2010,254,42,2,0,2,0,3,4,NA,NA,0,NA,NA,NA,0,4,-0.638865607243457,0.261582505344848
1962,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.402689586822913,0.600654692769306
1963,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.424072534469607,0.589927088985928
1964,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.437889721404841,0.584378848039567
1965,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.443905956928378,0.576961409176046
1966,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.443700085998781,0.569015188886535
1967,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.435887018471673,0.558447261574912
1968,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.420778691264231,0.546821786783689
1969,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.399459901887714,0.534540316875377
1970,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.369872220135079,0.517980030684611
1971,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.33358616564232,0.498083096413409
1972,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.290249952321886,0.473763890578186
1973,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.239257505196972,0.442249419831093
1974,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.181744050952611,0.403443064600567
1975,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.115803741831311,0.350308121638696
1976,NA,51,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,NA,NA,0.0407891723806372,0.26811355425042
1977,NA,51,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,NA,NA,0.0414856566897575,0.252925802988157
1978,NA,51,NA,NA,NA,NA,NA,2,NA,NA,0,0,0,0,NA,NA,0.0751638707277329,0.266370031731154
1979,NA,51,NA,NA,NA,NA,NA,2,NA,NA,0,0,0,0,NA,NA,0.236539259369994,0.269830691955059
1980,NA,51,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,0.503863969724187,0.271686830396726
1981,356,51,2,2,2,1,NA,1,NA,NA,0,0,0,0,NA,7,0.651992408248665,0.263023682455022
1982,356,51,2,2,2,2,NA,1,NA,NA,0,0,0,0,NA,8,0.751619209697053,0.255051593512409
1983,356,51,1,2,2,2,NA,1,NA,NA,0,0,0,NA,NA,7,0.612860744143869,0.246652324619031
1984,356,51,2,1,2,1,2,2,NA,NA,0,0,0,NA,NA,6,0.377516048497534,0.230714364671018
1985,356,51,2,1,2,1,2,2,2,NA,0,0,0,NA,NA,6,0.296423408836461,0.223951021189299
1986,356,51,2,2,2,1,2,2,3,NA,0,0,0,NA,NA,7,0.28373774094422,0.223773233264846
1987,356,51,2,1,1,1,1,2,3,NA,0,0,0,NA,NA,5,0.264099317473899,0.227543656907737
1988,356,51,2,2,2,1,3,2,3,NA,0,NA,0,NA,NA,7,0.198986840882286,0.221775417907107
1989,356,51,2,2,2,1,2,2,3,NA,0,NA,NA,NA,0,7,0.225152824088635,0.223497201815977
1990,356,51,2,1,2,1,2,2,4,NA,0,NA,NA,NA,0,6,0.117434211272606,0.216604676790434
1991,356,51,2,2,2,0,1,3,4,NA,0,NA,NA,NA,0,6,-0.0453052371812607,0.22105100413759
1992,356,51,2,1,2,0,3,3,4,NA,0,NA,NA,NA,0,5,-0.231595260520126,0.209369712052175
1993,356,51,2,1,1,0,2,3,4,NA,0,NA,NA,NA,0,4,-0.187416077797499,0.208728113294035
1994,356,51,2,1,2,0,1,3,3,NA,0,NA,NA,NA,0,5,-0.0488283280454327,0.214401142304468
1995,356,51,2,1,2,0,3,3,2,NA,0,NA,NA,NA,0,5,0.0166043536941453,0.211493942789086
1996,356,51,2,1,2,1,1,2,2,NA,0,NA,NA,NA,0,6,0.342998846754792,0.221881313355146
1997,356,51,2,1,2,1,2,2,2,NA,0,NA,NA,NA,0,6,0.370328870389821,0.216900063731426
1998,356,51,2,1,2,1,3,3,2,NA,0,NA,NA,NA,0,6,0.188306462265297,0.210735945828513
1999,356,51,2,1,2,1,3,3,3,NA,0,NA,NA,NA,0,6,0.116494237928104,0.210902276883864
2000,356,51,2,2,2,1,3,3,NA,5,0,NA,NA,NA,0,7,0.0996804743796462,0.213618596306432
2001,356,51,2,1,2,1,4,3,NA,5,0,NA,NA,NA,0,6,-0.0464171320524243,0.220542963034026
2002,356,51,2,1,2,1,3,3,NA,6,0,NA,NA,NA,0,6,-0.0803934414235138,0.222840928786449
2003,356,51,2,0,2,1,4,3,NA,3,0,NA,NA,NA,0,5,-0.15280929434843,0.231656647097926
2004,356,51,1,0,2,1,3,3,NA,4,0,NA,NA,NA,0,4,-0.145302942197771,0.227756865771508
2005,356,51,2,0,2,1,3,3,NA,4,0,NA,NA,NA,0,5,-0.051737880407096,0.230588521297026
2006,356,51,2,0,2,1,3,3,NA,NA,0,NA,NA,NA,0,5,-0.00584916328513572,0.237430657395102
2007,356,51,2,0,2,1,3,3,NA,NA,0,NA,NA,NA,0,5,-0.0409826592790277,0.236213681813137
2008,356,51,2,0,2,1,4,3,NA,NA,0,NA,NA,NA,0,5,-0.185246651925269,0.233520146776496
2009,356,51,2,0,2,1,4,3,NA,NA,0,NA,NA,NA,0,5,-0.311649796985709,0.236912385350007
2010,356,51,2,0,1,1,4,4,NA,NA,0,NA,NA,NA,0,4,-0.501714779602103,0.262332168010885
1962,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.800672981737734,0.678999097336236
1963,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.855878696858097,0.677008420936089
1964,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.907614562225705,0.678369302520873
1965,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.955532019997559,0.675852282639864
1966,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.99904949594615,0.671224757179528
1967,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.04068342706918,0.665258467571419
1968,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.07876438976263,0.657686778824382
1969,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.11582832399984,0.64631536923245
1970,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.14969340379182,0.633433983052778
1971,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.18039522708494,0.6164036348835
1972,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.20940830615472,0.593919085811925
1973,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.23467173203581,0.567615180377605
1974,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.25991748471751,0.536331986063415
1975,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.28289313982048,0.49422866711484
1976,NA,52,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,NA,NA,1.3055627836073,0.443611759939147
1977,NA,52,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,NA,NA,1.29019414302639,0.410353803212068
1978,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.16057820918152,0.409421933620941
1979,NA,52,NA,NA,NA,NA,NA,2,NA,NA,0,0,0,0,NA,NA,1.02959738397082,0.386591543864631
1980,NA,52,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,1.18342022053433,0.379684976639085
1981,635,52,2,2,2,2,NA,1,NA,NA,0,0,0,0,NA,8,1.31491276436914,0.3626055373257
1982,635,52,2,2,2,1,NA,1,NA,NA,0,0,0,0,NA,7,1.38232893724508,0.348716055828839
1983,635,52,2,2,2,2,NA,1,NA,NA,0,0,0,NA,NA,8,1.52301005851709,0.34368944822795
1984,635,52,2,2,2,2,NA,1,NA,NA,0,0,0,NA,NA,8,1.60422548999381,0.331121280801198
1985,635,52,2,2,2,1,1,1,NA,NA,0,0,0,NA,NA,7,1.62348068811634,0.305709898391044
1986,635,52,2,2,2,2,1,1,NA,NA,0,0,0,NA,NA,8,1.65758151874827,0.294649715815174
1987,635,52,2,2,2,2,1,1,NA,NA,0,0,0,NA,NA,8,1.57310740721486,0.275660298840406
1988,635,52,2,2,2,1,2,1,NA,NA,0,NA,0,NA,NA,7,1.28276112736628,0.25748634892921
1989,635,52,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,0,7,1.0822364052151,0.241234114298449
1990,635,52,2,1,1,1,2,2,NA,NA,0,NA,NA,NA,0,5,0.616472631042367,0.223296606487644
1991,635,52,1,1,2,1,2,2,NA,NA,0,NA,NA,NA,0,5,0.453796320113916,0.220079275804922
1992,635,52,2,1,2,1,1,2,NA,NA,0,NA,NA,NA,0,6,0.557700048017664,0.221990549656501
1993,635,52,2,1,2,1,2,2,NA,NA,0,NA,NA,NA,0,6,0.58706986785988,0.217481615268531
1994,635,52,2,2,1,0,1,2,NA,NA,0,NA,NA,NA,0,5,0.746926909753375,0.229815341156827
1995,635,52,2,1,2,0,2,1,NA,1,0,NA,NA,NA,0,5,0.924635190816826,0.233939336313938
1996,635,52,2,2,2,1,1,2,NA,1,0,NA,NA,NA,0,7,1.13651096509582,0.238724110379898
1997,635,52,2,2,2,2,2,1,NA,NA,0,NA,NA,NA,0,8,1.38716505379058,0.247326328940907
1998,635,52,2,2,2,2,2,1,NA,NA,0,NA,NA,NA,0,8,1.51125826547277,0.253685416815908
1999,635,52,2,2,2,1,2,1,NA,NA,0,NA,NA,NA,0,7,1.51857930215711,0.249496414600913
2000,635,52,2,2,2,2,2,1,NA,3,0,NA,NA,NA,0,8,1.5232802497138,0.251426516428927
2001,635,52,2,2,2,1,2,1,NA,3,0,NA,NA,NA,0,7,1.41812140039561,0.246724984999097
2002,635,52,2,2,2,1,2,2,NA,3,0,NA,NA,NA,0,7,1.20010707037302,0.251555847902256
2003,635,52,2,1,2,1,2,2,NA,3,0,NA,NA,NA,0,6,0.967331674562425,0.237487469942548
2004,635,52,2,1,2,1,3,2,NA,3,0,NA,NA,NA,0,6,0.736097620885111,0.229574555525474
2005,635,52,2,1,2,1,3,3,NA,3,0,NA,NA,NA,0,6,0.604455282058207,0.223157041064239
2006,635,52,2,1,2,1,3,2,NA,NA,0,NA,NA,NA,0,6,0.750165961062065,0.22294211318666
2007,635,52,2,1,1,1,2,2,NA,NA,0,NA,NA,NA,0,5,0.830631352124276,0.226332731856432
2008,635,52,2,1,2,1,3,2,NA,NA,0,NA,NA,NA,0,6,0.782276269571444,0.230814001181411
2009,635,52,2,1,2,1,3,2,NA,NA,0,NA,NA,NA,0,6,0.761257611461368,0.237572155977535
2010,635,52,2,1,2,1,3,2,NA,NA,0,NA,NA,NA,0,6,0.754846670208781,0.268865319784
1966,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.24599095697687,0.743032990711622
1967,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.33732850836155,0.74928882521912
1968,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.42804549991185,0.754144722824334
1969,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.51455759290829,0.758053027423195
1970,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.59952717624098,0.758928011818329
1971,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.68231909675754,0.759703834201254
1972,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.76364621380111,0.756930224050678
1973,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.84392859914972,0.752864389738843
1974,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.92206672902008,0.745621906350687
1975,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.99997068854234,0.738610047380564
1976,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,2.07358154799449,0.727075517751322
1977,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,2.15112965838697,0.712963271616923
1978,NA,53,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,2.22647773370484,0.696393783277842
1979,NA,53,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,2.29980077416839,0.679001397626755
1980,NA,53,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,2.37399966362413,0.662670948443674
1981,NA,53,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,2.44558265007365,0.63992917094
1982,NA,53,NA,NA,NA,NA,1,1,NA,NA,0,0,0,0,NA,NA,2.51383532988046,0.615245053317017
1983,NA,53,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,NA,2.56483292510614,0.604518336493027
1984,NA,53,NA,NA,NA,NA,1,1,NA,NA,0,0,0,NA,NA,NA,2.61132236282439,0.584862469653291
1985,NA,53,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,NA,2.63167513311375,0.583517167558309
1986,NA,53,NA,NA,NA,NA,1,1,NA,NA,0,0,0,NA,NA,NA,2.65179549909587,0.576151103092456
1987,NA,53,NA,NA,NA,NA,1,1,NA,NA,0,0,0,NA,NA,NA,2.66426673411212,0.572348231245918
1988,NA,53,NA,NA,NA,NA,NA,1,NA,NA,0,NA,0,NA,NA,NA,2.66034536391166,0.576037227634301
